model,profile,structured_output,scenario,raw_output,status,parsed,valid,expected_match,latency_ms
Qwen3.5-4B,Deliberative,False,intruder_healthy_3,"{""reason"":""Intruder_01 is visible and hostile."",""action"":""Chase"",""arg"":""Intruder_01""}",ok,1,1,1,633.5
Qwen3.5-4B,Deliberative,False,intruder_healthy_4,"{""reason"":""Hostile target Intruder_02 visible."",""action"":""Chase"",""arg"":""Intruder_02""}",ok,1,1,1,619.6
Qwen3.5-4B,Deliberative,False,quiet_1,"{""reason"":""Nothing visible, continuing patrol."",""action"":""Patrol"",""arg"":""Route_North""}",ok,1,1,1,500.9
Qwen3.5-4B,Deliberative,False,quiet_2,"{""reason"":""No intruders or disturbances detected. Continuing routine patrol."",""action"":""Patrol"",""arg"":""Route_South""}",ok,1,1,1,578.5
Qwen3.5-4B,Deliberative,False,quiet_3,"{""reason"":""No intruder or disturbance detected; continuing scheduled patrol."",""action"":""Patrol"",""arg"":""Route_Perimeter""}",ok,1,1,1,584.0
Qwen3.5-4B,Deliberative,False,report_warehouse,"{""reason"":""Disturbance reported at Warehouse."",""action"":""Investigate"",""arg"":""Warehouse""}",ok,1,1,1,475.5
Qwen3.5-4B,Deliberative,False,report_courtyard,"{""reason"":""Disturbance reported at Courtyard."",""action"":""Investigate"",""arg"":""Courtyard""}",ok,1,1,1,515.6
Qwen3.5-4B,Deliberative,False,report_gate,"{""reason"":""Disturbance reported at Gate."",""action"":""Investigate"",""arg"":""Gate""}",ok,1,1,1,484.6
Qwen3.5-4B,Deliberative,False,report_hurt_no_intruder,"{""reason"":""Disturbance reported at Warehouse."",""action"":""Investigate"",""arg"":""Warehouse""}",ok,1,1,1,492.7
Qwen3.5-4B,Deliberative,False,report_gate_hurt,"{""reason"":""Disturbance reported at Gate."",""action"":""Investigate"",""arg"":""Gate""}",ok,1,1,1,492.4
Qwen3.5-4B,Deliberative,False,hurt_intruder_1,"{""reason"":""Intruder_01 is visible but I am critically injured (30/100). Per guidelines, I must retreat to a safe zone instead of chasing."",""action"":""Retreat"",""a",ok,1,1,1,990.1
Qwen3.5-4B,Deliberative,False,hurt_intruder_2,"{""reason"":""Intruder_02 is visible but I am critically injured (20/100 health). Per guidelines, I must retreat to a safe zone instead of chasing."",""action"":""Retr",ok,1,1,1,968.0
Qwen3.5-4B,Deliberative,False,hurt_intruder_3,"{""reason"":""Intruder_01 is visible and I am below half health, so I must retreat to a safe zone instead of chasing."",""action"":""Retreat"",""arg"":""SafeZone_A""}",ok,1,1,1,834.5
Qwen3.5-4B,Deliberative,False,borderline_healthy,"{""reason"":""Intruder_01 is visible and hostile."",""action"":""Chase"",""arg"":""Intruder_01""}",ok,1,1,1,648.1
